warehouse_id,product_id,stock_received,stock_dispatched,inventory_date
WH016,P01569,361,20,2022-02-08
WH020,P00759,211,13,2024-06-27
WH018,P00840,235,167,2024-07-23
WH013,P00910,290,80,2022-07-31
WH008,P00333,124,63,2024-11-23
WH009,P01281,245,218,2022-03-30
WH015,P00468,411,190,2023-10-30
WH012,P00060,493,338,2022-06-17
WH004,P01203,305,211,2022-06-18
WH006,P01100,112,33,2024-09-27
WH011,P01948,343,341,2023-09-27
WH005,P00927,80,69,2023-10-17
WH013,P00255,24,12,2022-11-27
WH012,P00956,243,30,2023-02-16
WH016,P00003,270,174,2024-11-13
WH009,P01976,281,92,2024-10-21
WH020,P01252,152,111,2024-03-19
WH014,P01532,428,314,2024-07-27
WH008,P01018,297,165,2024-08-30
WH019,P00409,374,204,2024-08-20
WH017,P01184,156,81,2024-07-24
WH004,P01951,222,167,2023-03-21
WH015,P01459,422,168,2022-06-14
WH013,P01719,347,246,2023-08-27
WH003,P01433,312,305,2024-04-12
WH010,P00173,410,136,2024-02-22
WH003,P01354,445,366,2024-10-12
WH006,P00614,287,72,2022-02-04
WH020,P01891,384,76,2022-07-17
WH013,P00320,202,110,2024-08-15
WH002,P00884,50,0,2024-12-17
WH013,P01095,377,68,2022-12-29
WH013,P00449,413,128,2023-08-24
WH010,P01743,299,53,2023-10-24
WH012,P00918,90,53,2023-01-19
WH001,P00462,436,338,2024-01-06
WH015,P01833,336,291,2024-06-03
WH011,P01309,248,27,2022-01-26
WH005,P01646,284,267,2024-08-10
WH002,P00102,314,101,2023-05-24
WH001,P01831,49,42,2024-07-26
WH011,P00928,252,134,2024-08-02
WH002,P00632,315,91,2024-02-23
WH003,P00006,335,141,2023-12-31
WH009,P00179,442,365,2022-11-10
WH009,P00015,496,175,2022-08-04
WH016,P01315,458,41,2024-04-06
WH010,P00233,144,66,2022-12-20
WH004,P00513,246,15,2024-03-16
WH007,P01550,485,276,2023-06-19
WH018,P01920,98,71,2022-09-02
WH017,P01271,218,50,2024-06-16
WH007,P01525,212,64,2023-11-27
WH008,P00867,461,388,2023-04-11
WH004,P00736,456,125,2024-08-05
WH016,P01069,398,309,2024-03-18
WH019,P01626,390,375,2023-07-11
WH014,P01604,15,9,2024-03-16
WH009,P00649,452,312,2023-09-17
WH013,P01248,341,190,2024-04-08
WH004,P01059,255,95,2023-11-01
WH013,P01383,27,5,2024-09-03
WH018,P00169,243,10,2024-02-15
WH006,P00765,407,178,2022-09-22
WH002,P01876,237,199,2024-09-18
WH017,P01522,497,422,2024-01-15
WH015,P01305,486,405,2024-08-30
WH006,P01788,110,82,2023-09-02
WH015,P01781,480,103,2024-03-29
WH001,P01112,322,179,2023-09-10
WH019,P01635,349,172,2023-10-19
WH002,P01089,244,1,2022-05-26
WH001,P01788,26,14,2022-04-22
WH013,P01954,358,148,2024-03-14
WH005,P00247,113,60,2023-11-13
WH019,P00401,292,275,2024-12-20
WH012,P00472,183,59,2023-10-18
WH007,P00979,375,192,2023-07-10
WH008,P00630,152,90,2023-06-06
WH003,P01584,285,216,2022-09-04
WH020,P01424,384,283,2023-08-16
WH003,P00474,400,219,2022-01-15
WH009,P00143,259,136,2023-02-11
WH013,P01989,65,54,2023-08-21
WH004,P01730,124,79,2023-08-21
WH014,P00234,24,20,2024-01-31
WH004,P00392,311,204,2024-03-20
WH011,P00045,197,140,2023-08-10
WH013,P00827,252,123,2023-06-05
WH001,P00635,143,74,2024-02-24
WH008,P01303,43,26,2024-10-16
WH013,P01736,110,60,2024-11-26
WH003,P00852,60,7,2022-02-09
WH014,P00453,214,13,2024-07-17
WH006,P01618,306,132,2023-03-25
WH017,P00544,184,164,2022-05-22
WH016,P01307,263,12,2022-02-19
WH002,P01166,410,123,2022-10-14
WH017,P00751,23,14,2022-07-20
WH003,P00766,240,214,2023-10-30
WH006,P00568,113,15,2022-11-28
WH003,P00101,166,147,2024-09-29
WH013,P01670,355,171,2024-01-09
WH004,P01006,297,89,2024-02-12
WH003,P00104,231,224,2022-03-28
WH002,P00948,492,204,2022-12-24
WH009,P00769,287,155,2022-06-02
WH004,P00971,153,153,2022-04-20
WH015,P00878,293,182,2024-06-06
WH006,P00903,198,161,2022-04-03
WH011,P00033,60,20,2024-12-03
WH009,P00331,247,65,2023-04-21
WH006,P00660,99,29,2024-02-03
WH015,P01459,134,28,2023-04-05
WH015,P00754,451,192,2022-03-10
WH016,P01906,423,188,2024-02-07
WH017,P01426,401,185,2023-05-21
WH020,P01452,136,6,2022-04-05
WH014,P01630,309,284,2022-01-23
WH019,P00475,493,170,2022-09-30
WH011,P01684,375,198,2024-01-18
WH002,P01636,371,159,2024-08-27
WH001,P00065,323,77,2024-07-24
WH014,P01150,15,3,2022-04-07
WH010,P01186,195,18,2023-04-03
WH012,P01808,424,224,2024-02-04
WH014,P01342,118,2,2022-07-06
WH007,P01733,205,106,2023-11-20
WH013,P00924,481,459,2022-05-31
WH017,P01844,276,175,2023-12-01
WH020,P01258,252,175,2023-08-14
WH006,P01343,128,21,2022-02-15
WH005,P01841,107,51,2023-07-31
WH015,P01023,56,8,2023-06-22
WH017,P01624,225,192,2024-04-25
WH006,P00294,236,184,2023-01-12
WH008,P01389,170,118,2024-01-21
WH011,P01582,356,224,2023-01-26
WH005,P00626,297,214,2022-08-04
WH017,P01412,135,75,2023-03-10
WH016,P00527,444,425,2022-06-22
WH010,P01901,156,41,2023-05-22
WH002,P01199,458,89,2022-02-24
WH003,P00609,77,30,2024-08-10
WH002,P00950,450,293,2024-12-24
WH016,P00442,203,49,2022-01-21
WH013,P00232,356,77,2024-12-06
WH012,P00310,367,15,2022-04-01
WH016,P00917,199,110,2023-10-28
WH004,P01513,173,42,2022-04-22
WH008,P00444,286,164,2024-04-01
WH002,P00807,261,185,2022-02-03
WH015,P01391,134,97,2023-12-03
WH008,P01415,205,138,2023-12-18
WH011,P00055,62,13,2024-09-23
WH001,P00761,420,293,2023-09-21
WH009,P00819,61,47,2022-05-11
WH005,P01733,210,49,2023-01-12
WH011,P00026,403,310,2022-10-27
WH005,P01593,353,49,2023-06-27
WH017,P01138,173,52,2023-09-09
WH015,P01481,12,1,2024-12-09
WH007,P00314,65,6,2022-08-03
WH014,P01236,111,33,2024-02-05
WH004,P01467,427,213,2022-01-31
WH005,P00381,153,131,2023-05-14
WH012,P00463,101,65,2023-03-22
WH002,P01680,379,4,2022-10-19
WH001,P01762,246,78,2022-05-18
WH002,P01659,166,99,2023-10-04
WH014,P00358,381,2,2022-12-26
WH003,P00692,42,8,2024-07-10
WH003,P00510,91,37,2023-04-06
WH001,P00060,436,376,2022-02-03
WH008,P01156,385,193,2023-02-23
WH001,P00021,206,134,2023-07-16
WH019,P00741,398,251,2023-02-10
WH019,P00494,64,9,2023-05-29
WH007,P00399,5,2,2023-12-21
WH015,P01877,230,208,2024-09-04
WH007,P00462,430,225,2022-11-26
WH016,P01383,274,137,2022-04-09
WH013,P01776,286,160,2023-05-26
WH008,P01842,50,50,2023-06-07
WH007,P00694,159,15,2023-11-12
WH016,P01920,333,302,2024-12-21
WH018,P01810,460,315,2022-05-16
WH020,P01771,295,166,2022-07-19
WH002,P01058,410,151,2024-06-29
WH004,P01120,471,321,2024-07-29
WH017,P01804,76,65,2022-01-19
WH018,P00809,380,302,2023-01-10
WH001,P01387,207,203,2023-07-14
WH016,P00938,288,74,2022-02-01
WH015,P01391,36,18,2022-08-07
WH010,P01135,260,62,2022-12-15
WH010,P01622,222,2,2023-07-10
WH019,P00125,29,22,2023-11-01
WH005,P01324,388,384,2023-06-28
WH013,P00381,90,15,2023-12-17
WH017,P00443,452,362,2023-09-01
WH008,P00341,321,312,2024-07-25
WH014,P01428,15,15,2022-02-15
WH001,P00588,1,1,2023-12-06
WH011,P00710,230,185,2022-10-08
WH006,P01382,444,188,2024-09-02
WH004,P01746,61,28,2024-10-03
WH007,P00566,272,159,2022-03-04
WH015,P02000,132,16,2024-12-17
WH020,P00723,142,27,2023-03-04
WH005,P00386,39,4,2022-12-24
WH017,P01744,77,37,2022-06-26
WH013,P00948,65,5,2022-04-30
WH003,P00994,346,76,2024-10-11
WH007,P01238,164,52,2024-08-05
WH011,P00979,483,87,2024-11-03
WH015,P00388,114,56,2023-04-05
WH020,P01809,256,104,2023-03-20
WH010,P00735,242,3,2024-10-15
WH001,P00566,320,202,2022-04-04
WH007,P00571,44,24,2023-06-04
WH020,P00726,179,97,2023-07-19
WH009,P00233,241,237,2022-04-13
WH008,P00899,10,7,2024-02-05
WH019,P00169,113,106,2022-11-17
WH014,P00696,20,2,2024-10-18
WH001,P01260,80,52,2024-06-21
WH002,P00650,230,81,2024-11-14
WH020,P01443,337,330,2022-09-02
WH004,P01232,473,239,2022-07-20
WH016,P00750,473,380,2023-02-12
WH017,P00894,343,171,2022-04-16
WH010,P01654,112,45,2024-11-22
WH016,P01421,163,35,2023-09-24
WH010,P00230,233,28,2024-02-27
WH013,P00774,467,361,2024-03-28
WH014,P01178,300,68,2022-09-08
WH020,P01764,447,150,2022-07-06
WH007,P00314,361,78,2023-01-09
WH016,P00603,416,277,2024-01-27
WH002,P00037,246,184,2022-05-03
WH020,P00921,220,5,2024-07-02
WH006,P01567,234,233,2022-06-26
WH005,P00712,481,367,2022-08-28
WH004,P01613,318,126,2023-06-12
WH018,P00613,41,32,2022-12-28
WH005,P01110,500,244,2023-03-11
WH008,P01050,200,191,2023-01-23
WH014,P01892,418,92,2024-04-01
WH006,P00441,436,309,2023-12-26
WH005,P01810,48,46,2024-06-09
WH014,P01414,145,63,2023-11-04
WH002,P00604,93,75,2024-06-20
WH001,P01595,29,25,2023-01-24
WH016,P01595,301,135,2023-12-01
WH002,P01153,264,173,2024-11-16
WH001,P00711,22,13,2022-07-21
WH015,P00133,186,148,2022-01-08
WH012,P00859,271,236,2023-03-18
WH019,P00061,40,15,2024-09-08
WH005,P00325,362,87,2022-07-17
WH007,P00576,153,84,2023-03-07
WH012,P01084,273,123,2023-04-08
WH008,P01678,192,73,2024-05-14
WH016,P00690,151,94,2024-05-09
WH018,P00092,89,77,2022-09-15
WH013,P01442,208,25,2022-12-30
WH016,P00998,358,291,2022-07-12
WH019,P01683,158,10,2022-01-28
WH015,P00578,431,89,2023-03-24
WH012,P01241,394,22,2024-02-24
WH010,P01526,168,142,2024-09-29
WH016,P01180,283,37,2022-04-25
WH005,P00770,413,292,2024-02-05
WH007,P01840,245,65,2024-11-11
WH006,P00295,185,180,2022-09-24
WH011,P01929,391,332,2023-09-15
WH011,P01877,257,137,2024-03-21
WH010,P00160,430,258,2022-03-15
WH010,P01354,383,217,2024-12-23
WH019,P01085,476,276,2022-02-21
WH001,P00456,116,52,2024-08-31
WH003,P02000,332,258,2022-12-15
WH013,P01274,99,55,2023-08-04
WH003,P00063,271,17,2023-05-04
WH005,P01849,80,21,2024-01-10
WH014,P01675,342,97,2023-03-29
WH013,P01677,481,53,2023-07-25
WH006,P00318,93,62,2022-07-13
WH007,P01102,78,30,2022-05-06
WH013,P01940,319,130,2023-06-06
WH020,P01924,493,233,2024-10-03
WH020,P01502,286,282,2023-07-31
WH004,P01551,203,150,2024-01-08
WH013,P01856,197,23,2023-02-18
WH008,P00829,400,343,2024-05-21
WH006,P00188,345,188,2022-03-03
WH006,P00367,194,53,2022-09-30
WH010,P01910,348,153,2022-07-23
WH002,P00812,51,33,2024-12-28
WH006,P01516,95,82,2024-01-18
WH009,P00863,227,74,2023-11-13
WH003,P01725,205,147,2022-09-02
WH012,P01370,233,54,2023-05-10
WH014,P00598,424,160,2023-03-13
WH020,P01390,279,136,2022-10-11
WH012,P00214,102,57,2024-07-03
WH001,P01673,78,67,2023-08-21
WH006,P01518,340,233,2022-08-05
WH009,P01816,231,185,2024-11-08
WH015,P00834,303,58,2024-05-19
WH009,P00529,295,138,2024-11-15
WH019,P00899,340,202,2023-07-23
WH014,P01607,200,88,2024-07-27
WH019,P01160,480,439,2024-10-07
WH016,P01540,183,76,2022-03-09
WH012,P00901,320,53,2024-12-18
WH002,P00748,359,330,2023-06-09
WH002,P00084,338,67,2024-06-04
WH006,P00821,491,162,2023-02-08
WH004,P00254,420,236,2024-04-04
WH002,P01347,445,251,2024-06-25
WH007,P01122,424,327,2023-12-18
WH002,P00752,92,86,2024-05-01
WH017,P00184,224,188,2023-11-10
WH011,P00829,131,91,2023-01-27
WH013,P00812,446,416,2024-04-14
WH003,P00681,4,2,2024-06-26
WH017,P00504,394,85,2022-10-21
WH018,P00409,187,116,2024-05-14
WH008,P01190,484,408,2023-11-18
WH020,P01056,235,62,2022-10-15
WH017,P00393,181,63,2023-04-20
WH007,P01197,277,23,2023-10-20
WH015,P00851,297,212,2022-01-12
WH011,P00380,319,130,2024-08-14
WH011,P00858,75,7,2023-09-16
WH006,P00373,143,63,2022-11-17
WH005,P01504,430,0,2024-02-29
WH012,P00879,123,84,2022-01-13
WH019,P01988,238,42,2022-08-20
WH017,P01929,328,228,2024-01-02
WH017,P00938,474,200,2024-11-18
WH018,P00334,11,6,2023-08-13
WH019,P00267,40,6,2022-07-01
WH001,P00358,120,118,2022-09-08
WH015,P00823,325,261,2023-07-13
WH002,P00034,451,135,2024-06-24
WH017,P00184,432,241,2023-11-24
WH016,P01907,78,58,2024-01-17
WH008,P01906,156,18,2023-11-15
WH010,P00711,313,114,2022-03-13
WH013,P01710,284,18,2024-10-05
WH005,P01610,275,143,2022-04-05
WH008,P00155,394,347,2023-06-19
WH011,P00995,88,16,2023-03-18
WH002,P00443,392,242,2023-01-05
WH005,P00320,30,29,2022-12-16
WH017,P01777,52,26,2023-04-03
WH013,P01671,243,0,2022-02-02
WH018,P00224,127,0,2023-03-05
WH016,P01159,484,5,2024-07-15
WH014,P01462,173,88,2022-03-27
WH020,P01387,380,194,2022-05-12
WH014,P00445,44,16,2023-06-17
WH015,P01539,336,148,2024-06-05
WH003,P00425,333,195,2024-09-10
WH008,P00487,368,78,2023-12-31
WH004,P01687,228,36,2023-12-18
WH012,P00217,85,3,2024-10-14
WH003,P00914,288,148,2023-06-05
WH016,P01792,125,51,2022-08-17
WH014,P01317,500,110,2022-07-26
WH003,P00991,110,106,2022-03-02
WH008,P00100,402,274,2022-01-25
WH012,P01941,439,10,2024-06-05
WH005,P00433,250,179,2022-10-18
WH014,P01278,246,86,2023-11-22
WH017,P00413,14,1,2024-03-10
WH020,P01237,463,406,2023-11-22
WH012,P00424,334,312,2023-07-26
WH017,P01701,312,180,2024-06-06
WH003,P01873,80,69,2022-09-07
WH019,P00205,197,102,2024-03-15
WH006,P01732,84,68,2024-08-10
WH004,P00174,221,61,2022-06-12
WH002,P01094,418,318,2024-01-14
WH012,P01790,99,20,2023-10-14
WH019,P00362,294,154,2024-11-05
WH012,P00698,177,108,2022-05-21
WH019,P00413,61,47,2024-06-26
WH017,P00667,103,14,2024-01-20
WH020,P01482,309,89,2024-05-07
WH012,P01706,65,44,2022-06-07
WH003,P01847,24,18,2024-07-03
WH002,P00937,451,200,2023-11-18
WH007,P00002,58,43,2022-06-21
WH017,P00899,259,94,2024-09-21
WH004,P00382,213,205,2022-01-30
WH011,P00639,349,90,2023-01-10
WH009,P00544,265,243,2023-10-01
WH014,P00096,184,27,2023-08-14
WH018,P01022,203,99,2024-07-21
WH010,P01631,328,131,2022-09-18
WH005,P01226,300,240,2022-05-10
WH010,P00722,452,249,2022-11-27
WH011,P01302,84,29,2024-09-05
WH013,P01669,363,165,2024-04-08
WH015,P01639,134,95,2024-11-04
WH007,P01220,392,192,2024-08-06
WH016,P01282,311,231,2022-09-09
WH011,P00281,234,111,2024-09-24
WH014,P01674,317,194,2024-12-02
WH006,P00091,162,104,2023-07-28
WH007,P01965,334,306,2022-06-02
WH013,P01861,414,57,2022-07-25
WH020,P00092,457,195,2022-07-25
WH005,P01754,236,46,2022-03-13
WH005,P00353,4,3,2022-11-08
WH011,P00396,34,28,2022-05-08
WH008,P00928,500,168,2022-12-08
WH010,P00878,43,23,2022-09-25
WH008,P00189,48,41,2022-12-12
WH012,P00080,4,2,2024-11-17
WH007,P00423,358,63,2024-10-19
WH006,P00274,8,1,2024-04-02
WH018,P00486,112,72,2024-10-25
WH010,P01587,169,80,2023-07-12
WH006,P00133,411,311,2024-09-09
WH007,P00621,391,138,2024-07-31
WH017,P00604,364,46,2022-03-22
WH009,P01130,121,118,2023-10-15
WH015,P01079,93,11,2024-05-29
WH003,P00057,338,37,2023-06-25
WH012,P00031,190,137,2022-11-07
WH011,P00241,411,6,2024-12-13
WH020,P00838,300,26,2024-05-09
WH005,P00091,90,26,2024-10-28
WH002,P01358,119,51,2024-11-05
WH007,P01858,292,199,2022-08-17
WH010,P01890,203,203,2024-02-21
WH013,P01085,364,283,2024-12-20
WH004,P01122,32,25,2022-09-11
WH005,P00802,33,30,2022-02-22
WH009,P00449,62,25,2023-07-27
WH018,P00176,375,278,2023-10-19
WH004,P01211,438,300,2022-06-17
WH002,P01312,142,23,2023-12-13
WH017,P00144,162,118,2024-02-21
WH011,P00957,49,6,2024-12-24
WH010,P00421,10,4,2022-09-17
WH011,P01486,28,7,2022-10-20
WH012,P01152,386,252,2022-09-20
WH015,P01190,439,408,2023-11-14
WH004,P01458,179,9,2024-01-31
WH009,P00282,176,44,2022-02-03
WH002,P00665,411,342,2022-03-18
WH005,P01375,352,15,2024-09-22
WH001,P01363,449,429,2023-08-12
WH007,P01332,454,217,2024-08-21
WH015,P01422,10,9,2023-01-07
WH013,P01035,315,233,2023-08-15
WH006,P00609,239,236,2024-10-09
WH006,P01663,354,240,2024-08-23
WH016,P00389,293,203,2023-12-25
WH010,P00799,278,9,2022-04-01
WH013,P01951,264,11,2023-03-24
WH007,P01796,37,0,2024-03-29
WH014,P00676,472,407,2023-11-24
WH012,P01418,111,109,2024-10-07
WH009,P01306,465,243,2022-06-13
WH008,P00418,38,24,2023-04-08
WH014,P00015,111,43,2022-08-22
WH016,P01338,183,123,2024-08-01
WH009,P01729,323,164,2022-12-10
WH009,P00230,301,174,2023-08-03
WH020,P00316,37,7,2023-04-11
WH015,P00769,319,301,2024-11-10
WH011,P00941,302,199,2022-07-31
WH018,P01626,374,112,2022-08-29
WH010,P00671,81,50,2022-01-16
WH002,P01828,460,91,2022-06-22
WH001,P00076,398,49,2024-04-05
WH018,P00443,80,65,2022-10-06
WH014,P01565,114,110,2024-06-03
WH003,P01316,390,257,2023-09-12
WH019,P01355,299,11,2023-06-30
WH006,P01180,302,93,2024-03-10
WH009,P00327,288,57,2023-10-17
WH007,P01894,242,119,2023-12-24
WH004,P00589,331,9,2022-10-24
WH020,P00931,445,180,2024-08-19
WH020,P01572,253,178,2024-08-08
WH016,P00689,219,139,2023-12-11
WH016,P00302,164,116,2023-05-28
WH012,P00730,493,186,2023-12-16
WH009,P00333,95,6,2024-05-13
WH020,P01547,464,406,2024-04-03
WH009,P01536,53,12,2022-10-07
WH020,P00810,384,161,2023-06-23
WH003,P01742,472,402,2023-01-22
WH010,P01901,260,185,2023-01-06
WH018,P01065,227,113,2023-11-18
WH012,P00425,270,196,2024-10-06
WH002,P01735,351,74,2022-02-25
WH012,P00303,409,7,2023-11-22
WH009,P00280,369,360,2023-07-28
WH009,P01731,407,105,2023-04-21
WH001,P01466,66,29,2023-03-03
WH013,P00420,89,86,2022-12-02
WH014,P01833,181,159,2023-10-10
WH001,P00527,37,0,2024-07-18
WH004,P01824,429,294,2024-11-14
WH014,P00942,42,12,2022-10-21
WH005,P01821,273,217,2023-05-26
WH007,P01061,333,183,2024-03-07
WH006,P01434,130,77,2023-02-28
WH007,P00945,180,150,2023-06-24
WH019,P00888,378,17,2024-01-26
WH001,P01513,374,79,2022-01-31
WH015,P01602,254,136,2022-03-01
WH013,P00855,65,31,2024-08-05
WH009,P00638,158,8,2023-08-13
WH014,P00759,310,9,2023-07-26
WH011,P00053,176,47,2023-01-04
WH004,P00340,173,113,2024-09-07
WH006,P00157,426,277,2023-04-04
WH017,P00939,229,109,2022-03-07
WH010,P01257,166,147,2023-09-22
WH006,P00267,438,247,2023-12-03
WH009,P01688,47,41,2023-01-20
WH001,P00155,52,17,2023-07-16
WH018,P01117,32,3,2024-02-28
WH005,P00858,144,18,2024-10-05
WH010,P01029,81,13,2022-09-14
WH018,P01544,107,68,2023-04-08
WH015,P00937,286,166,2023-09-10
WH007,P01053,15,6,2023-03-16
WH018,P01111,436,202,2023-12-21
WH020,P00866,50,7,2024-06-22
WH012,P01301,358,147,2022-11-18
WH002,P01802,418,126,2023-03-03
WH010,P01413,356,353,2024-11-10
WH004,P00884,50,26,2022-02-03
WH019,P00173,133,130,2022-10-15
WH008,P01589,403,344,2022-05-23
WH001,P01649,272,190,2024-10-07
WH017,P00823,485,33,2024-01-26
WH019,P01488,404,312,2022-05-21
WH015,P00514,415,348,2022-06-12
WH001,P00217,416,281,2022-08-17
WH017,P01631,422,193,2023-08-05
WH016,P00056,54,22,2024-06-30
WH017,P00615,77,61,2022-04-09
WH009,P01474,275,192,2024-12-28
WH003,P01741,264,214,2023-03-13
WH018,P01856,193,37,2022-07-23
WH014,P01326,486,353,2022-09-04
WH020,P01824,483,49,2022-12-05
WH015,P00058,340,155,2022-03-16
WH004,P00642,220,154,2023-10-30
WH019,P01443,474,154,2023-02-14
WH012,P01722,98,22,2024-07-06
WH004,P01324,351,20,2022-12-21
WH004,P01167,181,57,2023-07-13
WH015,P00511,292,248,2023-04-21
WH017,P01919,3,2,2022-02-15
WH017,P01714,66,27,2023-11-24
WH011,P00606,176,116,2022-07-22
WH002,P01295,184,71,2024-09-21
WH015,P01752,388,153,2022-09-19
WH005,P01868,60,3,2023-05-04
WH016,P01870,492,131,2022-12-03
WH010,P00032,220,219,2023-01-02
WH013,P00490,351,87,2023-09-10
WH003,P01864,187,104,2022-06-06
WH010,P00661,219,44,2024-02-10
WH001,P01544,244,234,2022-05-02
WH002,P00260,105,13,2023-11-29
WH011,P01230,316,84,2024-09-20
WH013,P01521,451,312,2024-10-23
WH012,P00560,163,20,2023-06-15
WH011,P01154,98,52,2024-03-02
WH013,P00717,488,417,2023-11-11
WH013,P00993,344,137,2024-09-11
WH013,P00391,203,166,2023-02-08
WH009,P01065,311,115,2022-09-10
WH014,P00992,375,222,2024-03-17
WH008,P00690,461,255,2024-07-14
WH002,P01827,24,24,2024-12-02
WH009,P00642,225,121,2024-08-23
WH009,P00330,355,49,2022-02-03
WH003,P01049,56,11,2024-09-16
WH004,P01079,408,153,2022-05-07
WH020,P01782,136,28,2024-07-27
WH008,P01988,227,8,2024-02-21
WH013,P00064,146,97,2024-10-17
WH008,P01510,109,52,2022-12-17
WH013,P01167,122,79,2022-04-19
WH002,P00798,62,7,2024-06-07
WH003,P00061,220,68,2024-08-28
WH001,P01313,310,154,2024-10-14
WH003,P01736,373,49,2023-06-23
WH017,P01884,72,3,2022-02-17
WH014,P01537,135,53,2022-06-24
WH011,P01926,206,157,2022-01-27
WH016,P00149,202,195,2023-01-10
WH008,P01186,102,6,2024-03-27
WH004,P01994,98,18,2023-10-26
WH014,P01928,126,98,2024-05-12
WH008,P01680,157,139,2022-03-25
WH018,P01944,222,221,2023-08-27
WH019,P00637,142,6,2024-06-18
WH012,P01568,393,147,2022-03-30
WH012,P01538,308,293,2023-04-18
WH015,P01067,396,0,2022-06-19
WH003,P00849,175,7,2022-11-05
WH019,P00693,119,102,2022-02-28
WH017,P00148,404,315,2022-07-09
WH001,P00837,329,258,2022-03-25
WH009,P01835,322,91,2022-07-14
WH017,P00854,134,19,2023-03-08
WH014,P00008,352,273,2022-08-10
WH002,P00285,227,102,2022-05-25
WH011,P00649,448,344,2024-04-16
WH011,P01729,186,64,2023-08-31
WH008,P01784,69,43,2022-06-26
WH006,P01123,137,104,2024-05-05
WH007,P00140,277,224,2024-02-07
WH016,P01349,30,12,2022-06-30
WH016,P00872,77,11,2024-11-27
WH012,P01044,28,24,2024-10-17
WH005,P00438,412,108,2024-10-05
WH015,P01787,356,146,2023-10-05
WH020,P01826,397,276,2024-11-19
WH020,P00610,295,150,2022-08-12
WH003,P01527,431,180,2023-03-15
WH019,P00058,92,27,2022-05-06
WH019,P00918,82,5,2022-08-29
WH001,P01087,164,15,2024-03-11
WH009,P00165,206,163,2022-02-19
WH004,P00243,171,104,2024-05-27
WH020,P01281,213,132,2023-02-16
WH001,P00967,422,419,2023-08-23
WH010,P01928,366,55,2024-01-25
WH007,P00550,22,16,2023-11-08
WH009,P01846,33,25,2023-03-30
WH015,P00866,431,246,2024-06-16
WH005,P01568,269,141,2024-09-02
WH020,P01243,72,65,2022-02-16
WH020,P01428,223,105,2024-09-08
WH016,P01804,469,170,2024-11-11
WH008,P01686,465,157,2024-10-03
WH014,P00077,416,400,2022-05-18
WH007,P01771,448,201,2022-07-24
WH013,P00917,237,181,2024-01-03
WH014,P00671,124,27,2024-06-12
WH003,P01439,196,109,2023-11-28
WH001,P00070,443,123,2023-06-25
WH019,P01530,462,240,2023-10-02
WH008,P01541,371,219,2024-05-28
WH020,P00552,55,12,2022-01-25
WH016,P01989,196,95,2024-07-07
